Titulo;Precio;Banos;Fecha;Piezas;Superficie Construida;Superficie Total;Estacionamiento;Lugar;Latitud;Longitud;Corredora
Pedro Aguirre Cerda Bucalemu 3292 Pedro Aguirre Cerda Chile (72633);90028800;1;12-04-2025;3;100;90;1;Pedro Aguirre Cerda;-334.802.472;-70.674.313;
Penalolen Las Pircas con Los Presidentes (74863);519697500;4;12-04-2025;4;176;276;2;Penalolen;-334.969.479;-705.276.793;Fajardo de la Cuba Propiedades Ltda.
Penalolen Avda.Consistorial/Quebrada de Macul;339952500;3;11-04-2025;4;120;257;;Penalolen;-3.350.847.474;-7.055.147.425;Luz Godoy Propiedades
Santiago Moneda esq. Brasil;684984750;5;11-04-2025;20;600;850;;Santiago;-334.433.324;-70.663.793;Cruz Balmaceda
Lampa Condominio Los Coihues;190000000;2;11-04-2025;3;1;1;2;Lampa;-333.003.177;-708.727.502;Casol Propiedades
Pedro Aguirre Cerda Vendo casa  Barrio Antiguo Pedro Aguirre Cerd (82643);120000000;1;11-04-2025;3;70;161;2;Pedro Aguirre Cerda;-334.867.318;-7.066.252;Seapropietario
Penaflor Av. Manuel Castillo 1981;4900000;;11-04-2025;;;;;Penaflor;-3.360.974.639.999.990;-708.346.181;
Lampa Av. La Montana Sur4149;175837500;3;11-04-2025;3;88;160;2;Lampa;-33.329.506.479.412.400;-7.076.433.456.605.640;BEhouse Propiedades
Las Condes Guernica/Colon;701396250;3;11-04-2025;5;277;441;3;Las Condes;-334.116.667;-70.55;Vivaqui Propiedades
Penalolen avenida Las perdices 4200;429434250;3;11-04-2025;3;126;439;4;Penalolen;-334.955.494;-705.420.741;Easyprop
Las Condes Frailes;1559092500;4;11-04-2025;5;316;840;2;Las Condes;-333.749.036;-705.113.865;Berrios Zegers
San Miguel Blanco Viel;265710000;4;11-04-2025;8;200;320;2;San Miguel;-334.957.444;-706.550.966;Grupo Premium Propiedades Santiago
Las Condes Avda. Quinchamali - Camino la posada;898725000;3;11-04-2025;4;245;1049;4;Las Condes;-333.730.032;-704.963.775;ProUrbe Manquehue
Lo Barnechea Oportunidad calle cerrada vista unica/huinganal;659976750;3;11-04-2025;3;152;423;;Lo Barnechea;-3.332.775.477;-7.050.150.887;Propiedades Ricardo Vial y Cia. Ltda.
Penaflor Santa delia y vicuna mackenna;148485000;2;11-04-2025;3;100;375;1;Penaflor;-336.111.608;-708.864.743;Brokers Inmobiliarios
Padre Hurtado Rodolfo jaramillo y manuel montt;129924375;1;11-04-2025;6;153;253;1;Padre Hurtado;-335.624.645;-708.185.329;Brokers Inmobiliarios
Paine Venta Parcela de Terreno Plano 6.235 m2 Lomas del Aguila Champa Paine;130000000;3;11-04-2025;5;137;6235;5;Paine;-33.855.806.830.325.100;-7.079.383.927.808.430;ProUrbe Manquehue
Las Condes Jose de Moraleda;507193500;3;11-04-2025;3;109;289;2;Las Condes;-334.252.877;-7.057.490.159.999.990;Easyprop
Recoleta Av. El Salto 2691;260000000;2;10-04-2025;4;300;600;5;Recoleta;-334.023.886;-706.306.683;De La Barrera Propiedades
Lo Barnechea Casa con gran terreno en El Arrayan (90716);879187500;4;10-04-2025;4;200;2500;5;Lo Barnechea;-33.346.985;-704.776.524;1% Brokers Gestion Inmobiliaria
Las Condes Espectacular Casa A Pasos De Mall Sport (90690);972967500;4;10-04-2025;5;272;900;3;Las Condes;-333.657.736;-705.071.763;1% Brokers Gestion Inmobiliaria
Lo Barnechea Maravillosa y amplia casa Condominio cerrado (21074);1088238750;4;10-04-2025;5;280;850;3;Lo Barnechea;-333.411.608;-705.253.668;1% Brokers Gestion Inmobiliaria
Lo Barnechea Maravillosa casa en increible condominio (21067);1561046250;5;10-04-2025;5;395;1179;3;Lo Barnechea;-333.144.906;-705.716.005;1% Brokers Gestion Inmobiliaria
La Cisterna Auto pista central  (90696);110000000;1;10-04-2025;3;105;60;1;La Cisterna;-335.171.386;-706.661.349;
Cerrillos Camino Melipilla/Av. Suiza (90686);115000000;1;10-04-2025;3;80;220;3;Cerrillos;-334.818.202;-707.014.279;
La Reina Casa en Venta Jardin con piscina en Ossandon (90692);625200000;4;10-04-2025;4;144;448;3;La Reina;-334.378.036;-7.054.291;Zaror Propiedades SPA
La Reina J Zapiola / Vicente Perez Rosales;461085000;4;10-04-2025;10;206;387;10;La Reina;-334.495.229;-705.522.764;Nexxos
La Reina Jose zapiola 7349;459000000;4;10-04-2025;10;206;387;10;La Reina;-334.495.229;-705.522.764;Nexxos
Lo Barnechea Los juglares / panoramica;839721750;3;10-04-2025;3;137;280;;Lo Barnechea;-333.282.855;-705.330.705;Unne
Puente Alto Diego portales / las nieves;150000000;2;10-04-2025;3;65;180;;Puente Alto;-335.622.511;-705.625.839;Unne
Pudahuel Casa a la venta (90630);85965000;1;10-04-2025;4;91;162;1;Pudahuel;-334.372.617;-70.759.196;PROPYRED
Vitacura Casa de 532 ms construidos de 5D y 5B (90037);1269937500;5;10-04-2025;5;532;1176;6;Vitacura;-333.656.448;-705.780.011;Heram Prop
Melipilla Sector Santa Rosa de Esmeralda Parcela 18B Lote 7-3 Melipilla;125040000;2;10-04-2025;3;140;902;5;Melipilla;-336.573.021;-712.772.033;Find Home
Vitacura La llaveria;468509250;3;10-04-2025;4;160;252;2;Vitacura;-333.783.389;-7.054.424.639.999.990;Berrios Zegers
Maipu Amplia Casa 4D+2B y Est. Maipu (90355);89000000;2;10-04-2025;4;9315;5904;1;Maipu;-334.661.546;-707.555.149;
Padre Hurtado Altos de la cruz 3 padre hurtado;214912500;3;10-04-2025;3;90;164;;Padre Hurtado;-335.720.999;-708.301.474;Unne
La Florida Avenida Diego Portales;257000000;3;10-04-2025;5;163;420;2;La Florida;-335.592.874;-7.055.768.680.000.000;miguelruizpropiedades
Santiago Casa en Pedro Lagos/Maule 176 Mts2 3d/2b (90529);185606250;2;10-04-2025;3;97;176;;Santiago;-334.657.383;-706.368.416;LEAR Gestion Inmobiliaria
San Miguel Autopista central y 900 mts poniente av jose miguel carrera;300000000;2;10-04-2025;5;75;725;;San Miguel;-334.941.756;-706.620.538;Brokers Inmobiliarios
Huechuraba Remodelada en condominio no perimetral (90235);283293750;3;10-04-2025;3;140;235;2;Huechuraba;-333.668.272;-706.675.301;Propiedades Effata
La Pintana Casa venta comuna la pintana (90303);52000000;2;10-04-2025;3;70;70;;La Pintana;-335.625.961;-70.637.278;NL Asesoría Legal Inmobiliaria
Colina La reserva de chicureo (90437);527512500;4;10-04-2025;4;200;800;3;Colina;-333.150.341;-706.726.008;
Pudahuel Villa el comenndador enea pudahuel;99500000;2;10-04-2025;4;77;88;;Pudahuel;-334.365.176;-707.710.992;
Maipu Rio Yeso con Las Viscachas (Pasaje Cerrado);156300000;2;10-04-2025;3;120;164;1;Maipu;-33.488.538;-707.531.091;
Las Condes Quinchamali;957337500;4;10-04-2025;5;392;1119;4;Las Condes;-33.373.331.363.343.100;-70.495.628.179.082;Bofill y  Asociados Ltda
Colina Casa en venta 6 dormitorios oferta (90725);400518750;5;10-04-2025;6;182;399;4;Colina;-333.106.212;-706.593.216;Mariani Propiedades
Maipu Casa 2 Pisos en Poblacion El Despertar;55000000;1;10-04-2025;3;55;64;1;Maipu;-335.019.172;-7.077.713.949.999.990;Corretajes Prosal
Maipu Casa de 1 Piso en Villa Los Heroes;95000000;2;10-04-2025;3;95;139;1;Maipu;-335.319.379;-707.678.464;Corretajes Prosal
"Paine Casas 2 Pisos en ""Santa Maria de Paine""";60000000;1;10-04-2025;3;51;88;;Paine;-338.067.328;-707.386.889;Corretajes Prosal
"Paine Casa 2 Pisos en "" Altos del Paine""";60000000;1;10-04-2025;3;65;75;1;Paine;-3.380.759.340.000.000;-707.343.018;Corretajes Prosal
Paine Casa 2 Pisos en Condominio Altos del Paine;60000000;1;10-04-2025;3;65;75;1;Paine;-3.380.759.340.000.000;-707.343.018;Corretajes Prosal
Lo Barnechea Camino del Pregonero y El Huinganal;797130000;4;10-04-2025;4;234;943;3;Lo Barnechea;-33.35;-70.516.667;Easyprop
Santiago Casa para remodelar Habitacional o comercial  (90425);89999000;1;10-04-2025;5;150;180;;Santiago;-334.687.155;-706.344.558;Corredora: Zoom Habitacional
Colina Se vende hermosa parcela de agrado en condomi (90366);656460000;5;10-04-2025;4;320;5033;10;Colina;-332.502.839;-707.267.418;
Maipu Casa uso Habitacional/Comercial (90715);95000000;1;10-04-2025;2;50;152;1;Maipu;-335.181.274;-707.769.553;Marcia Marchant Corral
La Reina Carlos ossandon;605662500;2;10-04-2025;4;188;493;4;La Reina;-334.362.706;-70.542.962;Nexxos
Maipu Se Vende Casa 2do Piso - Ciudad Satelite (65020);170000000;3;10-04-2025;5;104;169;3;Maipu;-335.587.224;-707.817.773;GSI Consultores
Las Condes San Carlos De Apoquindo / San Ramon (90507);986643750;5;10-04-2025;5;215;470;4;Las Condes;-334.082.099;-705.101.244;
Vitacura Santa Maria Manquehue / Oportunidad  (90487);1719300000;5;10-04-2025;5;628;1003;6;Vitacura;-333.687.571;-705.775.067;
Colina Oportunidad / Casa Condominio (90473);543142500;6;10-04-2025;6;172;506;4;Colina;-332.552.298;-706.313.656;
Huechuraba casa en condominio residencial renovada (90734);554865000;4;10-04-2025;5;193;650;3;Huechuraba;-333.493.771;-70.674.019;LF Propiedades
Puente Alto Propiedad con Gran Relacion Precio/Calidad (89354);140670000;3;10-04-2025;3;67;126;1;Puente Alto;-335.971.095;-705.836.329;Todoprop
Maipu Venta Casa Maipu 4D2B2E (90625);150000000;2;10-04-2025;4;120;150;2;Maipu;-335.037.098;-707.853.107;Grupo Bienes Raices SPA
Padre Hurtado Amplia y comoda casa en padre hurtado  (70537);82000000;2;10-04-2025;5;141;192;2;Padre Hurtado;-335.868.756;-708.099.761;Sergio Felipe Ignacio Castro Allendes
Providencia Lyon / diego de almagro ppw;797130000;4;10-04-2025;5;240;500;5;Providencia;-334.422.185;-706.028.342;Hobbins Vitacura
Las Condes San Pascual Del Inca;859650000;5;09-04-2025;5;332;472;5;Las Condes;-33.418.339;-70.577.828;ProUrbe Manquehue
Vitacura Lo Curro  El Canal Via Aurora;1094100000;6;09-04-2025;6;513;1000;3;Vitacura;-3.337.396.220.000.000;-705.519.687;ProUrbe Manquehue
Nunoa Ignacio Carrera pinto / Juan Moya (490);160000000;2;09-04-2025;3;75;139;1;Nunoa;-334.732.057;-705.914.884;CTORRES365
Pudahuel Gran casa esquina para inversion  (69758);98000000;6;09-04-2025;6;160;180;1;Pudahuel;-334.298.405;-707.633.898;Sergio Felipe Ignacio Castro Allendes
Vitacura Santa maria de manquehue ppw;1015950000;4;09-04-2025;6;325;646;;Vitacura;-3.337.584.633.018.670;-7.056.332.933.173.820;Hobbins Vitacura
"San Bernardo ""Vivienda Especial en San Bernardo"" (65203)";183066375;2;09-04-2025;3;105;290;2;San Bernardo;-336.107.841;-707.050.035;Sergio Felipe Ignacio Castro Allendes
Las Condes Vende/condominio;1168342500;5;09-04-2025;6;350;600;;Las Condes;-3.340.001.245;-7.052.879.558;Francisco Vial Propiedades
Lo Barnechea Valle escondido ppw;1629427500;5;09-04-2025;3;277;1750;12;Lo Barnechea;-33.343.380.692.556.900;-7.048.980.920.236.080;Hobbins Vitacura
Las Condes Paul Harris/ Angostura Inglesa;644737500;3;09-04-2025;2;246;391;4;Las Condes;-334.045.291;-70.538.527;ProUrbe Manquehue
Puente Alto Estacion Purranque;85000000;1;09-04-2025;4;;89;1;Puente Alto;-336.203.681;-7.061.407.059.999.990;Lara Propiedades
Lo Barnechea Medina/ Av Lo Barnechea;586125000;3;09-04-2025;3;216;896;4;Lo Barnechea;-333.570.006;-705.064.752;ProUrbe Manquehue
Huechuraba Condominio los ciruelos ppw;554865000;3;09-04-2025;5;193;720;2;Huechuraba;-333.454.216;-706.643.016;Hobbins Vitacura
Puente Alto Quellon;52000000;1;09-04-2025;3;;;1;Puente Alto;-336.285.062;-706.268.911;Lara Propiedades
La Florida Los Geranios;80000000;1;09-04-2025;4;;348;2;La Florida;-335.434.414;-706.086.179;Lara Propiedades
Curacavi Lolenco;328230000;2;09-04-2025;3;155;5000;5;Curacavi;-334.212.983;-710.427.892;
Buin Barrio alto sacramento linderos buin;332137500;3;09-04-2025;4;140;400;;Buin;-337.489.894;-707.363.107;Unne
Penalolen Mar Abarico;323931750;3;09-04-2025;4;151;278;2;Penalolen;-3.348.470.068.700.450;-7.054.518.457.201.460;
Quilicura san bruno;220000000;3;09-04-2025;5;;;3;Quilicura;-333.573.323;-707.134.871;Easyprop
Las Condes Oportunidad!!! los dominicos apoquindo;371212500;3;09-04-2025;4;135;295;;Las Condes;-334.062.824;-705.503.365;Nativo Propiedades
Lampa Valle Grande;179354250;3;09-04-2025;3;110;170;1;Lampa;-333.289.276;-707.633.805;
Macul El libano/siria;238435650;2;09-04-2025;4;112;360;;Macul;-3.347.992.243;-7.058.763.637;Luz Godoy Propiedades
Independencia Juan antonio rios;110000000;1;09-04-2025;2;140;62;;Independencia;-3.341.902;-706.752.915;Unne
La Reina La reina alta julia bernstein;1051117500;5;09-04-2025;4;371;1115;;La Reina;-334.459.407;-705.229.016;Unne
Lampa Sta. Carolina;97101375;2;09-04-2025;4;120;145;;Lampa;-33.285;-7.088.094;InviertePropiedades.com
San Ramon Calle Paragua con Carlos Davila;35000000;1;09-04-2025;3;45;90;2;San Ramon;-335.342.309;-7.064.273.299.999.990;
Lo Prado Santa Marta con Portals;155000000;3;09-04-2025;3;160;200;3;Lo Prado;-33.445.795;-707.120.899;
La Florida Avda. Trinidad Oriente con Calle Peru;165000000;2;09-04-2025;4;90;145;2;La Florida;-335.470.416;-705.823.869;
Buin En Venta Casa 3 Pisos en El Madrigal de Buin;115000000;2;09-04-2025;4;98;144;1;Buin;-337.252.166;-70.733.411;Corretajes Prosal
San Ramon Fresia guacolda;89000000;1;09-04-2025;3;89;104;2;San Ramon;-335.564.374;-706.364.457;Nexxos
Puente Alto Salvador sanfuentes / av vicuna mackenna;129000000;2;09-04-2025;4;90;111;;Puente Alto;-335.656.999;-705.824.152;Unne
Nunoa Exequiel fernandez / zanartu;257895000;2;09-04-2025;5;202;300;;Nunoa;-334.719.079;-70.601.382;Unne
Penalolen Portezuelo de Las Pircas;660367500;3;09-04-2025;4;187;1020;5;Penalolen;-335.011.193;-70.528.556;Welink Propiedades SpA
Maipu Jacaranda con parque central oriente;140670000;2;09-04-2025;3;80;160;;Maipu;-335.581.279;-707.885.525;Brokers Inmobiliarios
Maipu Ciudad satelite;175837500;3;08-04-2025;3;100;200;;Maipu;-33.554.294;-707.922.622;Brokers Inmobiliarios
Maipu Pajaritos paradero 15;304785000;1;08-04-2025;3;120;235;;Maipu;-334.964.328;-70.758.164;Brokers Inmobiliarios
Maipu Ciudad satelite;449362500;3;08-04-2025;4;140;1025;;Maipu;-335.592.907;-707.597.374;Brokers Inmobiliarios
Cerrillos Los Manzanos;155000000;2;08-04-2025;3;94;126;2;Cerrillos;-335.122.321;-707.054.434;Houm
Lampa Club de Golf Los Queltehues;253987500;3;08-04-2025;4;193;5298;;Lampa;-33.191.482;-70.806.656;InviertePropiedades.com
Lo Barnechea Sendero Las Lomas / Valle Escondido;1719300000;5;08-04-2025;7;593;2576;3;Lo Barnechea;-333.453.024;-704.872.853;Find Home
Lampa Llaima 314;80000000;1;08-04-2025;3;55;83;;Lampa;-33.289.819;-70.874.203;InviertePropiedades.com
La Florida El quisco;75258450;1;08-04-2025;3;77;84;1;La Florida;-335.410.331;-7.060.125.239.999.990;Margarita Leiva Catalan
Recoleta Avenida Mexico;195000000;3;08-04-2025;10;240;320;;Recoleta;-3.340.776.755.469.000;-7.063.777.685.518.700;Krug Propiedades Spa
Maipu Ciudad satelite;140670000;2;08-04-2025;3;90;180;;Maipu;-335.541.595;-707.905.405;Brokers Inmobiliarios
Las Condes Estupenda casa general blanche / mirasol;1093709250;4;08-04-2025;5;360;1700;6;Las Condes;-334.034.508;-7.052.597.579.999.990;Lyon y Balmaceda Ltda.
Talagante Pasaje Tololo 861;142545600;2;08-04-2025;3;106;112;2;Talagante;-336.717.066;-70.946.959;Vivaqui Propiedades
Colina Sector Casas de Chacabuco;577372200;4;08-04-2025;5;198;438;;Colina;-330.285.447;-706.907.992;Cruz Balmaceda
La Florida Orompello a 2 cuadras de Walker Martinez;585000000;5;08-04-2025;6;;;;La Florida;-33.520.598;-7.056.545.659.999.990;Cruz Balmaceda
San Bernardo Casa con veta comercial en av. Padre hurtado;70000000;2;08-04-2025;3;62;80;1;San Bernardo;-335.862.858;-706.776.709;Brokers Inmobiliarios
Lampa Sta. Maria;88000000;1;08-04-2025;3;50;185;;Lampa;-33.284.346;-70.880.687;InviertePropiedades.com
Las Condes San Carlos de Apoquindo / Camino El Alba / Para remodelar;761962500;5;08-04-2025;5;140;482;2;Las Condes;-333.988.694;-705.146.492;ProUrbe Manquehue
Conchali Av Ppal Capitan Ignacio Carrera Pinto - Av El Mercurio - Elisa Undurraga / Se Vende 3 Casas Independientes y 3 Estacionamientos;98078250;2;08-04-2025;4;224;255;3;Conchali;-33.378.593.880.344.000;-7.066.739.415.263.570;Grupo Premium Propiedades Santiago
Puente Alto Laguna San Rafael con Lago Cochrane/ Se Vende casa 3 Dorm 2 Banos 2 Estac. Logia y Quincho. Con ampliacion Regularizada;148485000;2;08-04-2025;3;91;111;;Puente Alto;-3.355.167.888.172.810;-7.055.762.429.042.990;Grupo Premium Propiedades Santiago
Pudahuel Papa Ceferino con Papa San Lino / Se vende Casa 3 Dormitorios 2 Banos con Estacionamiento;155000000;2;08-04-2025;3;101;162;3;Pudahuel;-334.532.434;-707.686.883;Grupo Premium Propiedades Santiago
Isla de Maipo El Tatio 256;85000000;3;08-04-2025;4;;;2;Isla de Maipo;-337.496.853;-7.089.981.209.999.990;Grupo Premium Propiedades Santiago
Isla de Maipo santa ines/ caperana;80000000;2;08-04-2025;3;70;88;1;Isla de Maipo;-337.354.887;-708.599.065;Grupo Premium Propiedades Santiago
Isla de Maipo las fruta;70000000;1;08-04-2025;4;;;1;Isla de Maipo;-337.477.375;-7.086.950.829.999.990;Grupo Premium Propiedades Santiago
La Reina Mall Plaza Egana;253987500;1;08-04-2025;3;70;206;7;La Reina;-3.345.689.017.721.770;-7.056.668.637.658.450;Schumacher Propiedades
Maipu Ciudad satelite;118000000;2;08-04-2025;4;100;140;;Maipu;-335.630.183;-707.875.378;Brokers Inmobiliarios
La Reina Onofre Jarpa y Carlos Vildosola /En Condominio excelente estado;605662500;4;08-04-2025;5;169;357;2;La Reina;-334.389.799;-705.312.971;ProUrbe Manquehue
La Florida Lia aguirre // mall plaza vespucio;177791250;1;08-04-2025;4;95;199;;La Florida;-3.352.273;-7.060.946;Unne
Independencia Grumete Pantaleon Cortes;123086250;2;08-04-2025;4;120;272;;Independencia;-334.070.854;-706.735.641;Houm
San Jose de Maipo (oht) sector el manzano san jose de maipo;250000000;3;08-04-2025;5;130;1089;6;San Jose de Maipo;-335.835.367;-7.039.492.729.999.990;Elitte Propiedades
Vitacura Padre Damian Deveuster;687720000;4;08-04-2025;5;160;242;2;Vitacura;-3.338.078.211.677.550;-7.055.150.112.158.040;Cata Brochet
Curacavi Sector centro de curacavi;153000000;1;08-04-2025;2;550;550;;Curacavi;-334.065.846;-711.443.014;Unne
Las Condes Acogedora propiedad en Condominio / Tranquilo y residencial;515790000;5;08-04-2025;6;175;192;3;Las Condes;-3.342.340.376.649.310;-7.056.081.033.724.400;ProUrbe Manquehue
Colina !se aceptan ofertas!/lo arcaya - condominio;429825000;4;08-04-2025;3;250;5000;;Colina;-3.324.288.753;-7.068.698.189;Propiedades Ricardo Vial y Cia. Ltda.
Colina !se aceptan ofertas!/chamisero//av. Sta maria;566587500;5;08-04-2025;6;171;678;;Colina;-3.332.109.319;-7.064.657.712;Propiedades Ricardo Vial y Cia. Ltda.
Cerrillos Oferta de Junio Camino Melipilla/Avenida Suiza;115000000;1;08-04-2025;3;80;220;3;Cerrillos;-3.348.183.331;-7.070.140.177;Mauricio Pino Propiedades
Nunoa Metro Simon Bolivar / Avenida Ossa;392703750;3;08-04-2025;5;120;179;1;Nunoa;-334.469.951;-705.720.111;ProUrbe Manquehue
San Bernardo Tres quebradas;128947500;1;08-04-2025;3;57;132;;San Bernardo;-336.175.389;-706.792.354;Brokers Inmobiliarios
Puente Alto San carlos con nonato coo;120000000;2;08-04-2025;5;80;96;2;Puente Alto;-335.978.347;-705.641.478;Nexxos
Cerrillos Cerrillos;140000000;3;08-04-2025;3;85;96;;Cerrillos;-335.073.621;-707.098.553;Brokers Inmobiliarios
Puente Alto Alsacia 2240;130000000;1;08-04-2025;3;55;193;;Puente Alto;-335.929.101;-70.595.076;Brokers Inmobiliarios
La Reina En venta grande y hermosa casa de la reina;500160000;5;08-04-2025;9;126;648;;La Reina;-334.437.461;-705.636.226;Brokers Inmobiliarios
Pirque Condominio San Vicente;416148750;4;08-04-2025;6;360;4399;4;Pirque;-3.367.235.855.123.000;-7.063.159.133.046.850;Bofill y  Asociados Ltda
Puente Alto La dehesa de la vina;230542500;3;08-04-2025;3;250;250;1;Puente Alto;-336.236.784;-706.205.035;Brokers Inmobiliarios
Puente Alto San pedro/ejercito libertador;160000000;3;08-04-2025;7;195;170;2;Puente Alto;-336.226.312;-7.058.606.553;Mauricio Pino Propiedades
Nunoa Sector Pedro de Valdivia/ Antonio Varas / Casa Comercial / Estacionamientos / Bodega;675997500;3;07-04-2025;6;266;497;;Nunoa;-334.477.664;-7.061.008.919.999.990;ProUrbe Manquehue
La Cisterna Pasaje 1 lo ovalle la cisterna;249298500;2;07-04-2025;4;122;338;1;La Cisterna;-335.252.904;-706.600.006;Brokers Inmobiliarios
Calera de Tango Cercano Camino Lonquen Autopista del Sol y Ruta 5 Sur;527512500;5;07-04-2025;6;350;5000;8;Calera de Tango;-336.393.139;-7.083.686.639.999.990;ProUrbe Manquehue
Puente Alto Estacion Curacautin;89000000;2;07-04-2025;4;102;114;2;Puente Alto;-33.621.015;-706.155.108;
Maipu Colon 178;150000000;1;07-04-2025;3;;200;1;Maipu;-3.351.751;-707.543.334;
Maipu Rinconada maipu;86000000;1;07-04-2025;3;70;70;1;Maipu;-335.018.518;-707.943.724;Brokers Inmobiliarios
Maipu Ciudad satelite;218820000;3;07-04-2025;3;105;160;1;Maipu;-335.595.387;-707.826.309;Brokers Inmobiliarios
San Bernardo Volcan quetrupillan;71000000;1;07-04-2025;2;48;74;;San Bernardo;-335.905.235;-706.741.481;Brokers Inmobiliarios
San Bernardo Volcan quetrupillan;90000000;2;07-04-2025;4;48;122;1;San Bernardo;-335.905.235;-706.741.481;Brokers Inmobiliarios
Puente Alto Pasaje don luis manuel de zanartu;115000000;2;07-04-2025;3;88;88;;Puente Alto;-336.102.115;-705.976.655;Brokers Inmobiliarios
Las Condes Doctora Eloisa Diaz;535327500;3;07-04-2025;4;160;249;2;Las Condes;-3.342.186.024.255.990;-7.056.088.331.068.250;
